post_id,campaign_id,influencer_id,post_date,post_type,impressions,reach,likes,comments,shares,saves,click_throughs,conversions,revenue_attributed,is_fraud_account,sponsored_tag,budget_allocated
POST_001321,CAMP_0154,INF_0081,2024-01-14,post,16308,13854,406,52,9,14,512,28,4638.18,0,1,6056.8
POST_001322,CAMP_0154,INF_0075,2023-12-21,post,115515,84964,9220,1090,505,409,2593,66,7522.59,0,1,6056.8
POST_001323,CAMP_0154,INF_0005,2023-12-19,video,31566,23486,2065,102,57,118,1130,158,8759.69,0,1,6056.8
POST_001324,CAMP_0154,INF_0092,2024-01-07,carousel,197586,178640,11509,1668,638,278,3565,388,60182.64,0,1,6056.8
POST_001325,CAMP_0154,INF_0098,2024-01-03,story,148541,104414,15351,1021,798,652,6119,265,30861.28,0,0,6056.8
POST_001326,CAMP_0155,INF_0087,2023-06-08,post,182393,145789,9360,1165,303,509,2629,141,19185.22,0,1,1912.0
POST_001327,CAMP_0155,INF_0062,2023-06-09,story,53286,44856,2051,288,69,23,459,416,24537.5,0,1,1912.0
POST_001328,CAMP_0155,INF_0038,2023-06-09,post,80075,59073,2736,280,31,82,657,198,25217.24,0,1,1912.0
POST_001329,CAMP_0155,INF_0051,2023-05-24,post,14962,12206,1184,80,51,71,178,307,30202.03,0,1,1912.0
POST_001330,CAMP_0155,INF_0035,2023-05-13,story,56838,49210,5244,575,302,281,353,31,3203.82,0,1,1912.0
POST_001331,CAMP_0156,INF_0010,2023-09-03,post,147305,105478,15486,545,599,851,1908,446,77902.17,0,0,16946.0
POST_001332,CAMP_0156,INF_0021,2023-09-09,reel,36488,32029,1360,53,64,64,1610,271,38662.72,0,1,16946.0
POST_001333,CAMP_0156,INF_0011,2023-08-22,story,114277,95886,6873,943,104,96,2161,308,14985.74,0,1,16946.0
POST_001334,CAMP_0157,INF_0076,2023-12-01,video,174310,149810,12163,1296,413,361,7697,435,36246.52,0,1,4437.17
POST_001335,CAMP_0157,INF_0084,2023-12-10,post,225101,197799,17913,2094,374,725,2592,347,21045.46,0,0,4437.17
POST_001336,CAMP_0157,INF_0068,2023-11-27,reel,22313,17188,1128,42,27,49,624,323,23578.7,0,0,4437.17
POST_001337,CAMP_0157,INF_0005,2023-12-10,story,19977,16857,1628,78,78,76,685,311,41549.53,0,0,4437.17
POST_001338,CAMP_0157,INF_0039,2023-12-13,post,34172,29953,751,42,23,10,705,219,7349.48,0,0,4437.17
POST_001339,CAMP_0157,INF_0058,2023-11-24,reel,13834,10796,138253,34,39,1831,573,3,41.31,1,1,4437.17
POST_001340,CAMP_0158,INF_0025,2023-07-06,carousel,155135,138353,13793,1944,718,198,3924,325,19193.11,0,1,8000.75
POST_001341,CAMP_0158,INF_0053,2023-07-10,post,54010,49716,5164,733,273,232,2440,100,17345.22,0,0,8000.75
POST_001342,CAMP_0158,INF_0024,2023-07-02,carousel,69149,64188,4200,502,148,262,2735,335,16544.85,0,0,8000.75
POST_001343,CAMP_0158,INF_0071,2023-06-14,post,79613,58815,3565,343,207,161,959,65,1959.07,0,0,8000.75
POST_001344,CAMP_0159,INF_0072,2023-04-14,video,108890,89643,9889,1203,564,164,757,20,1980.61,0,1,2715.7
POST_001345,CAMP_0159,INF_0016,2023-04-12,story,196665,149827,4056,559,149,61,2111,61,10709.84,0,1,2715.7
POST_001346,CAMP_0159,INF_0068,2023-04-13,carousel,37385,32181,4180,473,115,200,689,313,31684.95,0,1,2715.7
POST_001347,CAMP_0159,INF_0085,2023-03-28,video,53214,44352,1152,133,53,73,1730,369,35584.21,0,1,2715.7
POST_001348,CAMP_0159,INF_0074,2023-04-14,post,183082,143876,6194,518,157,158,3163,269,35195.97,0,1,2715.7
POST_001349,CAMP_0159,INF_0023,2023-03-17,video,161138,123597,15533,1841,843,671,6351,306,54003.2,0,1,2715.7
POST_001350,CAMP_0159,INF_0090,2023-03-17,carousel,103003,72201,12329,462,393,798,2634,326,31746.12,0,1,2715.7
POST_001351,CAMP_0159,INF_0047,2023-04-02,post,60378,54381,5346,706,129,353,2603,151,6462.13,0,0,2715.7
POST_001352,CAMP_0159,INF_0061,2023-04-09,carousel,83162,69366,4066,345,232,192,4147,185,12036.81,0,1,2715.7
POST_001353,CAMP_0159,INF_0086,2023-04-06,carousel,185661,167382,4232,274,44,301,3657,319,18608.26,0,0,2715.7
POST_001354,CAMP_0160,INF_0012,2023-08-11,post,7935,5555,120925,78,21,8635,244,2,40.8,1,0,1182.2
POST_001355,CAMP_0160,INF_0089,2023-08-06,carousel,231596,204782,5584,490,241,158,10064,286,35372.79,0,0,1182.2
POST_001356,CAMP_0160,INF_0004,2023-08-16,reel,91063,64819,10784,629,188,268,3240,238,39034.73,0,1,1182.2
POST_001357,CAMP_0160,INF_0040,2023-07-18,story,204611,163044,6175,843,302,103,3426,192,26814.41,0,0,1182.2
POST_001358,CAMP_0160,INF_0097,2023-07-19,carousel,158899,141466,11780,1547,701,871,7317,231,24555.38,0,0,1182.2
POST_001359,CAMP_0160,INF_0004,2023-07-24,video,108579,86112,6671,714,78,387,775,67,9197.36,0,1,1182.2
POST_001360,CAMP_0160,INF_0041,2023-08-02,story,135022,116971,15523,935,622,1192,4069,490,18304.05,0,1,1182.2
POST_001361,CAMP_0160,INF_0056,2023-07-21,story,282152,261707,10293,1469,297,543,6948,413,67021.72,0,1,1182.2
POST_001362,CAMP_0160,INF_0091,2023-07-18,story,22211,16857,1389,71,79,104,758,102,5225.49,0,1,1182.2
POST_001363,CAMP_0160,INF_0002,2023-08-08,story,135598,107541,6218,415,342,159,3344,165,20130.21,0,0,1182.2
POST_001364,CAMP_0161,INF_0010,2023-02-28,post,119443,95386,3602,411,191,202,5684,315,12467.9,0,0,1062.62
POST_001365,CAMP_0161,INF_0083,2023-02-20,post,261012,210479,17547,2470,737,507,8852,334,65091.52,0,0,1062.62
POST_001366,CAMP_0161,INF_0024,2023-02-26,story,101220,75163,5273,585,198,363,1143,97,5893.78,0,1,1062.62
POST_001367,CAMP_0161,INF_0023,2023-02-06,story,19987,18569,2353,163,66,110,672,53,5632.13,0,1,1062.62
POST_001368,CAMP_0161,INF_0001,2023-02-25,post,76633,60475,3512,296,82,69,1894,127,20319.57,0,1,1062.62
POST_001369,CAMP_0161,INF_0084,2023-02-23,video,38272,28698,3995,176,155,120,1743,369,61616.43,0,0,1062.62
POST_001370,CAMP_0161,INF_0097,2023-02-18,reel,7264,6671,500,47,10,7,102,73,8765.45,0,0,1062.62
POST_001371,CAMP_0161,INF_0029,2023-02-07,story,151510,136147,10802,979,588,470,3997,425,78758.23,0,0,1062.62
POST_001372,CAMP_0162,INF_0029,2023-07-03,post,35379,29034,2282,152,60,151,991,348,23023.74,0,0,2312.75
POST_001373,CAMP_0162,INF_0056,2023-07-05,video,119933,86580,3686,298,125,160,4605,159,12317.22,0,0,2312.75
POST_001374,CAMP_0162,INF_0019,2023-06-27,carousel,184786,157280,14576,551,371,407,4051,117,19693.15,0,1,2312.75
POST_001375,CAMP_0162,INF_0069,2023-06-24,reel,97231,69233,5264,542,204,272,1975,414,14460.54,0,0,2312.75
POST_001376,CAMP_0163,INF_0058,2023-03-21,carousel,10576,8171,92919,22,50,2799,362,0,0.0,1,1,10967.0
POST_001377,CAMP_0163,INF_0054,2023-04-05,carousel,17060,15030,184899,76,24,9392,421,4,100.09,1,1,10967.0
POST_001378,CAMP_0163,INF_0024,2023-04-07,carousel,246912,218634,17043,1810,657,1175,1805,396,46879.62,0,0,10967.0
POST_001379,CAMP_0163,INF_0094,2023-03-28,reel,15485,14013,1213,142,49,37,454,469,66897.07,0,1,10967.0
POST_001380,CAMP_0164,INF_0090,2023-05-13,post,36757,30583,2173,201,30,73,902,381,25526.4,0,0,5552.46
POST_001381,CAMP_0164,INF_0047,2023-06-12,story,61376,51808,2735,405,94,197,369,285,12415.65,0,0,5552.46
POST_001382,CAMP_0164,INF_0093,2023-06-11,video,72133,61046,4818,171,124,122,2922,296,52227.81,0,0,5552.46
POST_001383,CAMP_0164,INF_0076,2023-06-12,reel,199695,178167,10245,927,487,582,2752,396,60479.14,0,1,5552.46
POST_001384,CAMP_0164,INF_0053,2023-06-12,carousel,8473,6197,272,26,13,13,223,50,1588.7,0,0,5552.46
POST_001385,CAMP_0164,INF_0092,2023-05-29,story,213082,193177,11710,693,366,770,9269,303,12132.74,0,0,5552.46
POST_001386,CAMP_0164,INF_0027,2023-05-15,story,7397,6902,193,8,3,12,213,246,16019.35,0,0,5552.46
POST_001387,CAMP_0164,INF_0033,2023-06-01,video,112990,95147,3840,317,80,94,1795,188,21928.64,0,0,5552.46
POST_001388,CAMP_0164,INF_0010,2023-05-26,reel,39023,30893,2083,142,111,160,985,394,68187.3,0,0,5552.46
POST_001389,CAMP_0164,INF_0027,2023-05-24,story,24550,22032,2604,334,57,47,542,259,32783.44,0,0,5552.46
POST_001390,CAMP_0164,INF_0093,2023-05-28,post,142185,115771,11565,1262,600,808,4196,476,33699.52,0,1,5552.46
POST_001391,CAMP_0164,INF_0043,2023-05-25,story,199199,152209,12148,864,272,816,7117,100,11861.08,0,0,5552.46
POST_001392,CAMP_0164,INF_0077,2023-05-19,story,14837,12371,1221,138,70,82,687,175,24129.53,0,1,5552.46
POST_001393,CAMP_0165,INF_0083,2023-08-19,video,8603,6924,747,71,12,29,404,119,3737.35,0,0,20583.33
POST_001394,CAMP_0165,INF_0005,2023-08-25,post,68697,64000,6020,508,219,302,2121,306,21140.27,0,0,20583.33
POST_001395,CAMP_0165,INF_0038,2023-09-14,reel,89109,75066,4100,495,229,90,2597,450,59921.13,0,1,20583.33
POST_001396,CAMP_0166,INF_0094,2023-09-18,carousel,44071,41425,3045,257,165,240,1784,20,2782.13,0,1,3156.18
POST_001397,CAMP_0166,INF_0051,2023-09-11,carousel,266642,220238,12558,1463,646,585,2113,113,9250.33,0,1,3156.18
POST_001398,CAMP_0166,INF_0077,2023-09-11,video,48379,37299,3111,372,180,134,272,123,19002.35,0,1,3156.18
POST_001399,CAMP_0166,INF_0088,2023-09-11,carousel,13039,11819,271,8,15,19,633,492,94344.62,0,0,3156.18
POST_001400,CAMP_0166,INF_0076,2023-09-07,post,51348,47013,1711,105,31,44,453,30,5611.53,0,0,3156.18
POST_001401,CAMP_0166,INF_0036,2023-09-06,video,189035,164907,12291,566,287,844,3259,153,6314.07,0,0,3156.18
POST_001402,CAMP_0166,INF_0086,2023-09-20,carousel,23266,18086,2786,163,104,214,1083,48,1925.5,0,0,3156.18
POST_001403,CAMP_0166,INF_0024,2023-09-28,video,106107,100349,12224,408,568,862,3272,295,32654.67,0,0,3156.18
POST_001404,CAMP_0166,INF_0084,2023-09-05,story,20878,18959,580,51,14,33,737,83,5107.72,0,0,3156.18
POST_001405,CAMP_0166,INF_0033,2023-09-18,reel,35922,31319,2635,275,31,66,947,166,15776.18,0,0,3156.18
POST_001406,CAMP_0166,INF_0075,2023-09-06,carousel,98943,77552,8850,445,501,579,2235,87,14131.94,0,1,3156.18
POST_001407,CAMP_0167,INF_0073,2023-03-05,reel,185364,160077,3935,495,81,86,1706,246,11121.85,0,0,1334.5
POST_001408,CAMP_0167,INF_0008,2023-03-09,reel,18320,15824,149791,82,7,6694,244,5,100.93,1,0,1334.5
POST_001409,CAMP_0167,INF_0037,2023-02-12,video,253514,184492,13086,1840,636,284,10482,390,38718.09,0,0,1334.5
POST_001410,CAMP_0167,INF_0041,2023-03-05,story,152232,117718,9967,665,302,648,6942,84,14301.75,0,0,1334.5
POST_001411,CAMP_0167,INF_0055,2023-02-17,reel,36193,26619,3068,97,83,188,1706,119,22007.0,0,0,1334.5
POST_001412,CAMP_0167,INF_0004,2023-02-28,reel,81737,61471,7698,643,401,175,2768,462,28020.33,0,1,1334.5
POST_001413,CAMP_0167,INF_0034,2023-02-18,carousel,26715,18861,2999,259,41,233,294,248,32848.9,0,1,1334.5
POST_001414,CAMP_0167,INF_0048,2023-02-27,reel,226014,176272,17727,1277,516,1331,7043,77,3694.51,0,0,1334.5
POST_001415,CAMP_0167,INF_0032,2023-03-06,carousel,55123,50780,4081,320,195,113,1654,156,24106.08,0,1,1334.5
POST_001416,CAMP_0167,INF_0006,2023-02-23,story,16333,11529,946,35,9,59,403,279,21139.78,0,0,1334.5
POST_001417,CAMP_0167,INF_0050,2023-02-18,reel,49880,35543,1159,75,60,57,1879,76,3387.94,0,0,1334.5
POST_001418,CAMP_0167,INF_0014,2023-02-17,carousel,98094,75263,9126,413,181,370,2472,176,34591.05,0,0,1334.5
POST_001419,CAMP_0168,INF_0051,2023-03-30,post,241983,169507,8430,267,464,96,7183,10,1793.7,0,1,3292.0
POST_001420,CAMP_0168,INF_0012,2023-03-25,reel,17997,12613,126464,61,34,5877,712,1,21.87,1,0,3292.0
POST_001421,CAMP_0168,INF_0058,2023-04-02,reel,9130,7268,81224,61,5,5093,303,0,0.0,1,0,3292.0
POST_001422,CAMP_0168,INF_0053,2023-03-30,carousel,39781,35074,1597,135,82,98,1304,354,42631.7,0,1,3292.0
POST_001423,CAMP_0168,INF_0032,2023-04-02,carousel,4110,3313,383,25,22,30,92,496,21811.15,0,0,3292.0
POST_001424,CAMP_0168,INF_0044,2023-03-13,video,3592,2621,286,37,11,4,152,151,22095.9,0,1,3292.0
POST_001425,CAMP_0168,INF_0015,2023-03-17,story,31732,24828,2295,92,33,45,977,319,39683.7,0,1,3292.0
POST_001426,CAMP_0168,INF_0086,2023-03-12,story,57213,50957,2226,136,116,65,1344,16,666.08,0,1,3292.0
POST_001427,CAMP_0168,INF_0017,2023-03-18,video,11145,9031,115636,46,42,6952,103,5,77.33,1,0,3292.0
POST_001428,CAMP_0168,INF_0100,2023-03-28,carousel,91156,67277,8395,1067,380,164,1368,286,52836.35,0,1,3292.0
POST_001429,CAMP_0168,INF_0020,2023-03-22,story,207618,171326,10152,305,589,151,3486,210,11324.36,0,1,3292.0
POST_001430,CAMP_0168,INF_0073,2023-03-11,post,87041,68423,3720,519,155,155,468,108,10796.72,0,0,3292.0
POST_001431,CAMP_0169,INF_0016,2023-10-26,post,3914,2793,417,32,22,16,23,41,4468.6,0,0,540.0
POST_001432,CAMP_0169,INF_0010,2023-11-19,post,31457,23596,2272,193,26,166,961,380,68182.02,0,1,540.0
POST_001433,CAMP_0169,INF_0078,2023-10-21,video,12727,11248,413,44,9,16,249,282,42752.93,0,1,540.0
POST_001434,CAMP_0169,INF_0096,2023-11-04,video,55488,52541,1365,184,58,95,1026,467,25468.09,0,0,540.0
POST_001435,CAMP_0169,INF_0056,2023-10-27,story,28930,23808,1541,47,53,31,450,390,64643.84,0,1,540.0
POST_001436,CAMP_0169,INF_0034,2023-11-11,post,19164,17372,1168,58,66,66,253,397,18764.07,0,1,540.0
POST_001437,CAMP_0169,INF_0055,2023-11-15,video,2834,2658,296,33,8,20,49,189,35611.38,0,0,540.0
POST_001438,CAMP_0169,INF_0069,2023-11-17,story,232072,208290,14897,2230,783,454,6038,236,27566.75,0,0,540.0
POST_001439,CAMP_0169,INF_0094,2023-10-24,carousel,68972,53510,1793,98,19,88,3428,221,43259.52,0,0,540.0
POST_001440,CAMP_0169,INF_0063,2023-11-13,video,8855,8143,132105,44,18,8292,262,2,22.15,1,0,540.0
POST_001441,CAMP_0169,INF_0079,2023-10-26,story,12789,9773,1266,103,28,82,73,387,61032.1,0,1,540.0
POST_001442,CAMP_0169,INF_0098,2023-11-12,carousel,180610,148689,18079,1936,260,428,5376,73,3444.35,0,0,540.0
POST_001443,CAMP_0169,INF_0035,2023-11-15,story,61877,51055,6541,532,165,461,2554,182,26411.58,0,0,540.0
POST_001444,CAMP_0170,INF_0053,2023-05-20,reel,55615,41168,5417,388,80,387,1056,61,12127.03,0,1,1649.4
POST_001445,CAMP_0170,INF_0028,2023-06-03,carousel,27976,22547,1081,144,17,73,441,215,8312.5,0,0,1649.4
POST_001446,CAMP_0170,INF_0081,2023-05-16,post,30462,22123,2564,232,32,105,1287,39,2513.48,0,0,1649.4
POST_001447,CAMP_0170,INF_0054,2023-06-13,video,6465,5839,122357,14,5,3285,250,1,15.96,1,1,1649.4
POST_001448,CAMP_0170,INF_0100,2023-05-18,video,63246,58251,6467,785,244,135,3127,33,5369.58,0,1,1649.4
POST_001449,CAMP_0171,INF_0069,2023-12-21,story,69107,64291,5403,346,318,291,585,248,42073.41,0,1,7615.5
POST_001450,CAMP_0171,INF_0062,2023-12-27,video,42985,35705,3138,360,34,32,481,482,28100.37,0,1,7615.5
POST_001451,CAMP_0171,INF_0076,2023-12-28,carousel,177402,129107,16233,1398,929,861,8678,64,6563.06,0,0,7615.5
POST_001452,CAMP_0171,INF_0006,2023-12-26,reel,46472,38751,4074,552,160,179,1983,206,14981.02,0,0,7615.5
POST_001453,CAMP_0172,INF_0045,2023-09-04,carousel,115230,81567,2476,289,92,54,1908,411,36917.11,0,1,3651.8
POST_001454,CAMP_0172,INF_0042,2023-08-11,video,61837,52330,2071,279,120,135,1378,93,18130.09,0,1,3651.8
POST_001455,CAMP_0172,INF_0087,2023-08-29,story,91608,65643,6008,467,201,320,946,209,34724.09,0,1,3651.8
POST_001456,CAMP_0172,INF_0090,2023-08-21,story,203412,184263,21917,1031,571,815,1057,386,19155.18,0,0,3651.8
POST_001457,CAMP_0172,INF_0001,2023-09-05,post,26027,20054,641,91,32,15,1006,277,44420.67,0,0,3651.8
POST_001458,CAMP_0173,INF_0063,2023-10-27,story,18260,16943,69554,11,25,2531,682,1,10.94,1,1,3671.6
POST_001459,CAMP_0173,INF_0087,2023-11-03,post,101860,79192,9298,552,403,152,523,489,65750.43,0,0,3671.6
POST_001460,CAMP_0173,INF_0058,2023-10-28,video,19425,16052,122387,73,31,8149,785,2,50.75,1,0,3671.6
POST_001461,CAMP_0173,INF_0029,2023-11-10,reel,66265,61391,4981,341,240,366,1313,452,22102.08,0,0,3671.6
POST_001462,CAMP_0173,INF_0086,2023-10-28,video,18098,16532,1035,100,36,56,711,184,16852.14,0,1,3671.6
POST_001463,CAMP_0173,INF_0051,2023-11-19,story,21095,18836,1230,59,60,48,544,232,36870.44,0,0,3671.6
POST_001464,CAMP_0173,INF_0023,2023-10-27,story,7629,6073,489,16,9,13,262,433,49797.96,0,0,3671.6
POST_001465,CAMP_0173,INF_0002,2023-11-17,post,128309,118322,3351,139,86,103,1062,126,15134.23,0,1,3671.6
POST_001466,CAMP_0173,INF_0092,2023-11-03,story,163462,145913,14804,1637,431,556,4701,92,11559.42,0,0,3671.6
POST_001467,CAMP_0173,INF_0074,2023-11-01,post,175424,123247,13244,1722,792,737,3855,239,24097.25,0,0,3671.6
POST_001468,CAMP_0174,INF_0015,2023-03-07,reel,197538,177652,18213,2373,735,841,9309,218,39742.83,0,1,3760.42
POST_001469,CAMP_0174,INF_0095,2023-02-13,story,159922,143458,6018,681,294,349,7590,408,28561.59,0,0,3760.42
POST_001470,CAMP_0174,INF_0086,2023-02-26,story,55805,49896,3449,138,190,110,1991,315,55168.55,0,1,3760.42
POST_001471,CAMP_0174,INF_0071,2023-02-24,story,81704,60436,7653,688,413,532,2565,265,39966.13,0,0,3760.42
POST_001472,CAMP_0174,INF_0095,2023-03-08,post,78717,64064,5722,272,108,139,604,117,20621.63,0,0,3760.42
POST_001473,CAMP_0174,INF_0021,2023-02-24,video,64610,52106,2243,95,107,41,1752,437,47639.14,0,1,3760.42
POST_001474,CAMP_0174,INF_0055,2023-03-11,carousel,12248,9811,605,62,22,29,79,68,5380.26,0,0,3760.42
POST_001475,CAMP_0174,INF_0093,2023-02-18,reel,80717,74632,5043,501,102,314,4017,448,74860.88,0,0,3760.42
POST_001476,CAMP_0174,INF_0048,2023-02-14,video,38502,32210,4198,218,125,297,973,263,44946.78,0,0,3760.42
POST_001477,CAMP_0174,INF_0070,2023-03-13,story,112096,97670,13426,1047,264,1018,2029,464,75330.63,0,0,3760.42
POST_001478,CAMP_0174,INF_0036,2023-03-12,reel,24122,22089,2496,129,139,101,731,202,25893.83,0,1,3760.42
POST_001479,CAMP_0174,INF_0013,2023-02-25,story,159555,122063,17804,545,375,372,3309,298,10587.02,0,1,3760.42
POST_001480,CAMP_0175,INF_0011,2023-12-10,carousel,56631,51210,1800,137,49,25,2399,34,2745.13,0,1,2139.56
POST_001481,CAMP_0175,INF_0061,2023-11-27,post,81665,69172,4337,219,230,123,3160,293,40893.6,0,1,2139.56
POST_001482,CAMP_0175,INF_0074,2023-12-09,video,6415,6084,128,17,4,8,276,427,13012.47,0,0,2139.56
POST_001483,CAMP_0175,INF_0023,2023-12-05,reel,11907,8828,250,28,3,16,543,441,76537.85,0,1,2139.56
POST_001484,CAMP_0175,INF_0047,2023-11-23,post,275024,254311,22543,1432,836,775,3756,477,17115.29,0,0,2139.56
POST_001485,CAMP_0175,INF_0016,2023-12-06,story,9963,7831,366,26,4,28,100,424,39695.19,0,0,2139.56
POST_001486,CAMP_0175,INF_0076,2023-12-02,carousel,49184,44370,4899,548,57,146,1979,447,44172.28,0,0,2139.56
POST_001487,CAMP_0175,INF_0019,2023-12-04,video,226672,166165,8902,440,467,594,1405,211,39299.42,0,0,2139.56
POST_001488,CAMP_0175,INF_0087,2023-11-17,video,12164,10887,1418,88,33,88,275,92,16518.57,0,0,2139.56
POST_001489,CAMP_0176,INF_0096,2023-02-07,reel,179141,151640,8387,345,169,190,4493,239,21061.31,0,0,548.45
POST_001490,CAMP_0176,INF_0012,2023-02-09,story,12890,10548,147616,39,30,3037,559,1,28.88,1,1,548.45
POST_001491,CAMP_0176,INF_0025,2023-01-27,post,45208,31944,4960,233,55,247,548,327,33475.97,0,1,548.45
POST_001492,CAMP_0176,INF_0050,2023-01-20,story,106431,83937,5007,265,226,161,1829,42,3786.37,0,0,548.45
POST_001493,CAMP_0176,INF_0020,2023-01-28,carousel,25879,21097,789,46,41,15,672,274,47875.99,0,0,548.45
POST_001494,CAMP_0176,INF_0049,2023-02-04,story,103747,88918,4682,214,274,268,3788,266,32636.48,0,0,548.45
POST_001495,CAMP_0176,INF_0031,2023-01-26,video,65519,56248,7388,228,358,502,912,257,29233.36,0,0,548.45
POST_001496,CAMP_0176,INF_0038,2023-02-09,carousel,112329,105105,4157,418,157,89,2923,191,8823.58,0,1,548.45
POST_001497,CAMP_0176,INF_0017,2023-02-07,story,9504,8399,65028,76,26,3064,402,5,100.35,1,0,548.45
POST_001498,CAMP_0176,INF_0091,2023-02-05,carousel,120239,92166,7662,959,128,335,4163,413,24459.18,0,0,548.45
POST_001499,CAMP_0176,INF_0039,2023-02-07,carousel,55204,44049,2300,284,123,112,704,387,36164.94,0,1,548.45
POST_001500,CAMP_0177,INF_0001,2023-10-27,carousel,301164,211676,29903,1778,707,327,11021,157,19916.14,0,1,3162.87
POST_001501,CAMP_0177,INF_0011,2023-11-17,story,42811,38829,3825,132,116,52,1332,10,745.87,0,1,3162.87
POST_001502,CAMP_0177,INF_0019,2023-10-24,reel,22546,19938,1526,97,18,24,335,377,26153.2,0,1,3162.87
POST_001503,CAMP_0177,INF_0073,2023-11-21,carousel,89301,67471,7315,337,182,509,3238,247,11342.2,0,1,3162.87
POST_001504,CAMP_0177,INF_0067,2023-10-25,video,10643,9661,365,32,4,5,520,214,16642.29,0,0,3162.87
POST_001505,CAMP_0177,INF_0064,2023-10-29,video,56441,41956,5128,592,142,148,511,17,2164.36,0,1,3162.87
POST_001506,CAMP_0177,INF_0017,2023-11-19,post,7402,6636,108440,96,12,1954,251,1,29.66,1,1,3162.87
POST_001507,CAMP_0177,INF_0089,2023-11-02,story,80940,74868,9429,621,536,284,3738,376,17617.14,0,0,3162.87
POST_001508,CAMP_0177,INF_0030,2023-11-19,reel,50983,41066,3415,469,123,199,2067,254,48685.13,0,1,3162.87
POST_001509,CAMP_0177,INF_0018,2023-11-18,story,47137,34175,1154,73,36,56,277,45,4971.37,0,0,3162.87
POST_001510,CAMP_0177,INF_0042,2023-11-19,post,269379,207895,22081,2158,411,559,5076,367,22411.9,0,1,3162.87
POST_001511,CAMP_0177,INF_0059,2023-11-15,story,17592,15815,180078,31,19,8115,395,2,33.81,1,1,3162.87
POST_001512,CAMP_0177,INF_0026,2023-11-14,post,106213,84399,12718,634,683,804,2529,405,49058.16,0,0,3162.87
POST_001513,CAMP_0177,INF_0019,2023-10-22,reel,78097,66296,2912,267,135,75,3463,146,5949.1,0,1,3162.87
POST_001514,CAMP_0177,INF_0002,2023-11-09,carousel,140405,98845,6569,269,304,432,4376,130,11000.44,0,0,3162.87
POST_001515,CAMP_0178,INF_0048,2023-04-28,story,165722,124800,15528,1012,509,210,6255,499,91870.88,0,0,5961.8
POST_001516,CAMP_0178,INF_0008,2023-05-03,video,17328,12698,168324,93,27,12014,675,3,45.38,1,1,5961.8
POST_001517,CAMP_0178,INF_0068,2023-04-22,carousel,193267,153297,21285,2636,604,983,6262,162,29157.66,0,0,5961.8
POST_001518,CAMP_0178,INF_0005,2023-05-14,carousel,67533,52474,4408,621,80,56,1718,441,21476.44,0,1,5961.8
POST_001519,CAMP_0178,INF_0049,2023-04-21,post,4305,3773,187,14,10,7,198,27,2358.95,0,0,5961.8
POST_001520,CAMP_0179,INF_0022,2023-09-24,reel,35646,31823,3877,337,150,161,1216,153,24776.4,0,1,3473.55
POST_001521,CAMP_0179,INF_0040,2023-09-29,post,40979,34551,3933,437,198,95,1458,33,3162.25,0,0,3473.55
POST_001522,CAMP_0179,INF_0065,2023-10-02,story,151379,136196,12381,1631,591,676,6534,214,7295.68,0,1,3473.55
POST_001523,CAMP_0179,INF_0067,2023-09-18,reel,55647,46535,5722,648,74,218,2089,341,59878.27,0,0,3473.55
POST_001524,CAMP_0179,INF_0003,2023-10-04,reel,73062,59811,2826,105,38,214,2272,400,23074.43,0,0,3473.55
POST_001525,CAMP_0179,INF_0041,2023-09-10,video,245084,178911,25471,1008,1522,529,8972,427,51755.1,0,0,3473.55
POST_001526,CAMP_0179,INF_0071,2023-10-01,story,238895,203702,15854,1346,883,348,7508,13,1569.9,0,0,3473.55
POST_001527,CAMP_0179,INF_0089,2023-09-07,post,4662,4379,417,39,24,12,230,130,25391.72,0,0,3473.55
POST_001528,CAMP_0179,INF_0013,2023-09-24,post,17298,12383,1686,174,52,56,505,23,4576.09,0,0,3473.55
POST_001529,CAMP_0179,INF_0094,2023-10-04,carousel,1938,1716,231,21,13,6,78,149,10346.57,0,0,3473.55
POST_001530,CAMP_0179,INF_0019,2023-09-08,video,69684,56992,7467,831,351,524,365,248,37992.47,0,1,3473.55
POST_001531,CAMP_0180,INF_0096,2023-08-26,video,291261,207843,20708,1437,413,1075,3501,239,38646.49,0,1,2874.73
POST_001532,CAMP_0180,INF_0028,2023-09-20,reel,10039,8167,248,8,10,9,289,26,3067.71,0,1,2874.73
POST_001533,CAMP_0180,INF_0023,2023-09-22,reel,59965,51877,6416,420,160,72,697,279,23843.99,0,1,2874.73
POST_001534,CAMP_0180,INF_0012,2023-09-09,reel,8012,6455,172402,90,22,8872,80,0,0.0,1,1,2874.73
POST_001535,CAMP_0180,INF_0089,2023-08-27,reel,75602,57459,7558,595,125,139,571,295,10509.64,0,0,2874.73
POST_001536,CAMP_0180,INF_0053,2023-09-11,video,172442,147878,15045,2044,361,344,2826,121,10337.13,0,1,2874.73
POST_001537,CAMP_0180,INF_0087,2023-08-27,story,49364,36557,1869,221,46,133,724,348,65485.21,0,0,2874.73
POST_001538,CAMP_0180,INF_0076,2023-09-09,story,48053,40483,5410,783,178,207,2005,137,4318.56,0,0,2874.73
POST_001539,CAMP_0180,INF_0093,2023-09-04,story,63394,46482,5382,451,89,341,2284,396,31648.11,0,0,2874.73
POST_001540,CAMP_0180,INF_0011,2023-09-18,video,59301,53219,5327,431,186,343,1039,50,7449.25,0,0,2874.73
