engagement_id,post_id,comment_sentiment,commenter_follower_count,commenter_account_age_days,like_velocity_per_hour,engagement_spike_detected,bot_probability
ENG_00012910,POST_001414,positive,1382,832,126,0,0.093
ENG_00012911,POST_001414,positive,4605,610,85,0,0.117
ENG_00012912,POST_001414,neutral,1717,191,85,0,0.011
ENG_00012913,POST_001414,positive,2955,561,89,0,0.032
ENG_00012914,POST_001414,spam,4954,1955,331,0,0.126
ENG_00012915,POST_001414,negative,2872,1403,372,0,0.145
ENG_00012916,POST_001414,neutral,387,911,366,0,0.014
ENG_00012917,POST_001414,neutral,2845,266,345,0,0.073
ENG_00012918,POST_001415,neutral,1124,515,270,0,0.141
ENG_00012919,POST_001415,positive,4669,1365,67,0,0.084
ENG_00012920,POST_001415,neutral,167,1999,274,0,0.09
ENG_00012921,POST_001415,positive,441,280,122,0,0.079
ENG_00012922,POST_001415,negative,921,387,391,0,0.149
ENG_00012923,POST_001415,positive,357,654,214,0,0.003
ENG_00012924,POST_001415,positive,1666,644,262,0,0.041
ENG_00012925,POST_001415,spam,686,525,215,0,0.087
ENG_00012926,POST_001415,positive,1183,1800,381,0,0.075
ENG_00012927,POST_001415,negative,2140,1602,156,0,0.126
ENG_00012928,POST_001415,neutral,3619,1420,203,0,0.091
ENG_00012929,POST_001415,neutral,1025,278,90,0,0.032
ENG_00012930,POST_001415,neutral,2075,1086,307,0,0.11
ENG_00012931,POST_001415,neutral,4234,1851,41,0,0.041
ENG_00012932,POST_001415,negative,117,191,262,0,0.148
ENG_00012933,POST_001416,negative,2168,1380,97,0,0.032
ENG_00012934,POST_001416,neutral,1404,303,100,0,0.073
ENG_00012935,POST_001416,positive,545,1797,168,0,0.128
ENG_00012936,POST_001416,neutral,4743,1183,281,0,0.128
ENG_00012937,POST_001417,positive,482,398,162,0,0.139
ENG_00012938,POST_001417,positive,129,381,63,0,0.135
ENG_00012939,POST_001417,neutral,3617,1176,24,0,0.118
ENG_00012940,POST_001417,negative,1224,1584,47,0,0.009
ENG_00012941,POST_001417,positive,2734,584,191,0,0.114
ENG_00012942,POST_001417,spam,1473,1704,136,0,0.064
ENG_00012943,POST_001417,neutral,4023,892,200,0,0.08
ENG_00012944,POST_001417,neutral,1127,1481,291,0,0.027
ENG_00012945,POST_001418,negative,1603,805,300,0,0.012
ENG_00012946,POST_001418,neutral,2837,1933,327,0,0.06
ENG_00012947,POST_001418,neutral,2512,1882,217,0,0.048
ENG_00012948,POST_001418,neutral,2871,700,385,0,0.066
ENG_00012949,POST_001418,positive,4617,1343,133,0,0.097
ENG_00012950,POST_001418,positive,3589,423,101,0,0.143
ENG_00012951,POST_001418,negative,1264,790,102,0,0.057
ENG_00012952,POST_001418,negative,751,315,432,0,0.048
ENG_00012953,POST_001418,negative,3779,426,225,0,0.08
ENG_00012954,POST_001418,negative,1793,476,406,0,0.114
ENG_00012955,POST_001418,negative,1015,352,152,0,0.057
ENG_00012956,POST_001418,positive,2693,608,26,0,0.014
ENG_00012957,POST_001418,positive,4087,296,179,0,0.053
ENG_00012958,POST_001418,neutral,943,743,135,0,0.124
ENG_00012959,POST_001418,negative,1296,1749,236,0,0.125
ENG_00012960,POST_001419,positive,4775,435,353,0,0.077
ENG_00012961,POST_001419,positive,2348,196,153,0,0.145
ENG_00012962,POST_001419,positive,4460,641,75,0,0.038
ENG_00012963,POST_001419,spam,437,1419,179,0,0.04
ENG_00012964,POST_001419,positive,4261,1821,474,0,0.044
ENG_00012965,POST_001419,neutral,3934,1420,363,0,0.061
ENG_00012966,POST_001419,positive,1241,1021,137,0,0.108
ENG_00012967,POST_001419,neutral,1105,594,90,0,0.054
ENG_00012968,POST_001419,negative,796,1983,98,0,0.095
ENG_00012969,POST_001420,neutral,46,23,50710,1,0.753
ENG_00012970,POST_001420,spam,6,14,26864,1,0.929
ENG_00012971,POST_001420,spam,50,5,19016,1,0.847
ENG_00012972,POST_001420,spam,48,14,38880,1,0.973
ENG_00012973,POST_001420,spam,26,3,70394,1,0.961
ENG_00012974,POST_001420,spam,35,15,76003,1,0.795
ENG_00012975,POST_001420,spam,42,19,53388,1,0.925
ENG_00012976,POST_001421,spam,31,11,71923,1,0.754
ENG_00012977,POST_001421,spam,49,26,60374,1,0.816
ENG_00012978,POST_001421,spam,42,28,70546,1,0.769
ENG_00012979,POST_001421,spam,48,2,35251,1,0.867
ENG_00012980,POST_001421,spam,7,16,46417,1,0.944
ENG_00012981,POST_001422,spam,3444,1118,139,0,0.034
ENG_00012982,POST_001422,neutral,1294,428,386,0,0.081
ENG_00012983,POST_001422,positive,2960,1335,445,0,0.063
ENG_00012984,POST_001422,positive,2531,1541,264,0,0.048
ENG_00012985,POST_001423,neutral,4024,1814,297,0,0.044
ENG_00012986,POST_001423,neutral,768,1869,227,0,0.098
ENG_00012987,POST_001423,positive,2872,1690,202,0,0.003
ENG_00012988,POST_001423,spam,986,856,249,0,0.109
ENG_00012989,POST_001423,positive,956,944,242,0,0.092
ENG_00012990,POST_001423,positive,2237,1727,87,0,0.084
ENG_00012991,POST_001424,positive,1226,1612,290,0,0.025
ENG_00012992,POST_001424,neutral,4414,1209,226,0,0.149
ENG_00012993,POST_001424,spam,2137,1560,176,0,0.128
ENG_00012994,POST_001424,negative,1571,486,71,0,0.033
ENG_00012995,POST_001424,neutral,4663,1038,482,0,0.08
ENG_00012996,POST_001425,neutral,4177,627,94,0,0.049
ENG_00012997,POST_001425,negative,4921,974,36,0,0.092
ENG_00012998,POST_001425,neutral,2090,1959,407,0,0.09
ENG_00012999,POST_001425,positive,4579,944,327,0,0.076
ENG_00013000,POST_001425,neutral,2575,712,132,0,0.023
ENG_00013001,POST_001425,neutral,915,1400,141,0,0.101
ENG_00013002,POST_001425,neutral,3092,330,234,0,0.068
ENG_00013003,POST_001425,positive,989,1182,48,0,0.052
ENG_00013004,POST_001425,positive,4216,1378,144,0,0.085
ENG_00013005,POST_001425,neutral,542,943,137,0,0.103
ENG_00013006,POST_001425,negative,1134,669,230,0,0.101
ENG_00013007,POST_001425,positive,3514,1317,93,0,0.13
ENG_00013008,POST_001425,positive,2422,1618,19,0,0.057
ENG_00013009,POST_001425,negative,2764,1347,233,0,0.038
ENG_00013010,POST_001426,neutral,648,852,453,0,0.073
ENG_00013011,POST_001426,positive,4505,1432,179,0,0.057
ENG_00013012,POST_001426,positive,2401,1044,154,0,0.032
ENG_00013013,POST_001426,negative,4724,1378,250,0,0.103
ENG_00013014,POST_001426,positive,3715,189,456,0,0.0
ENG_00013015,POST_001426,positive,3517,301,378,0,0.129
ENG_00013016,POST_001426,negative,3063,1575,93,0,0.02
ENG_00013017,POST_001426,negative,934,1882,485,0,0.118
ENG_00013018,POST_001427,spam,7,7,12843,1,0.829
ENG_00013019,POST_001427,positive,17,23,13407,1,0.979
ENG_00013020,POST_001427,spam,4,20,20393,1,0.924
ENG_00013021,POST_001427,spam,47,29,11817,1,0.846
ENG_00013022,POST_001427,spam,20,10,76847,1,0.896
ENG_00013023,POST_001427,spam,1,28,31168,1,0.939
ENG_00013024,POST_001427,neutral,7,9,13732,1,0.961
ENG_00013025,POST_001427,neutral,20,26,23546,1,0.846
ENG_00013026,POST_001427,spam,33,7,40406,1,0.894
ENG_00013027,POST_001427,spam,29,1,48298,1,0.897
ENG_00013028,POST_001427,spam,20,14,41089,1,0.794
ENG_00013029,POST_001427,spam,13,13,19137,1,0.942
ENG_00013030,POST_001427,spam,9,17,76287,1,0.944
ENG_00013031,POST_001427,spam,31,11,27957,1,0.826
ENG_00013032,POST_001427,spam,34,27,71783,1,0.833
ENG_00013033,POST_001428,positive,2278,691,234,0,0.139
ENG_00013034,POST_001428,neutral,4950,1187,385,0,0.051
ENG_00013035,POST_001428,positive,1169,385,492,0,0.069
ENG_00013036,POST_001428,neutral,1075,1030,279,0,0.04
ENG_00013037,POST_001428,neutral,2827,1344,295,0,0.138
ENG_00013038,POST_001428,negative,3196,626,481,0,0.14
ENG_00013039,POST_001428,positive,4891,781,344,0,0.147
ENG_00013040,POST_001428,negative,447,847,366,0,0.032
ENG_00013041,POST_001428,positive,2316,1332,321,0,0.008
ENG_00013042,POST_001428,neutral,2855,1622,71,0,0.114
ENG_00013043,POST_001428,neutral,1022,201,50,0,0.001
ENG_00013044,POST_001428,neutral,4476,1130,426,0,0.097
ENG_00013045,POST_001428,positive,241,899,466,0,0.093
ENG_00013046,POST_001429,positive,1741,1190,108,0,0.089
ENG_00013047,POST_001429,negative,3232,1051,311,0,0.056
ENG_00013048,POST_001429,spam,4270,325,342,0,0.079
ENG_00013049,POST_001429,neutral,134,570,306,0,0.04
ENG_00013050,POST_001429,neutral,991,1766,104,0,0.113
ENG_00013051,POST_001429,neutral,2391,1454,263,0,0.007
ENG_00013052,POST_001429,positive,2513,1337,331,0,0.12
ENG_00013053,POST_001430,positive,591,297,495,0,0.023
ENG_00013054,POST_001430,positive,2148,1677,58,0,0.062
ENG_00013055,POST_001430,positive,3813,669,399,0,0.014
ENG_00013056,POST_001430,negative,4384,916,33,0,0.125
ENG_00013057,POST_001430,negative,4000,1268,297,0,0.021
ENG_00013058,POST_001430,positive,3257,1586,225,0,0.016
ENG_00013059,POST_001430,negative,1462,1732,162,0,0.007
ENG_00013060,POST_001430,neutral,4645,1807,352,0,0.068
ENG_00013061,POST_001430,negative,1187,1084,336,0,0.114
ENG_00013062,POST_001431,positive,4187,1839,427,0,0.007
ENG_00013063,POST_001431,neutral,375,702,158,0,0.086
ENG_00013064,POST_001431,neutral,291,1167,369,0,0.029
ENG_00013065,POST_001432,negative,4026,1606,478,0,0.054
ENG_00013066,POST_001432,neutral,4910,705,465,0,0.029
ENG_00013067,POST_001432,spam,186,913,33,0,0.005
ENG_00013068,POST_001433,neutral,4967,1800,350,0,0.04
ENG_00013069,POST_001433,positive,2852,1403,229,0,0.112
ENG_00013070,POST_001433,negative,4105,870,152,0,0.118
ENG_00013071,POST_001434,positive,1630,535,118,0,0.032
ENG_00013072,POST_001434,positive,3512,1750,368,0,0.089
ENG_00013073,POST_001434,positive,2538,1088,78,0,0.088
ENG_00013074,POST_001434,positive,1892,502,486,0,0.016
ENG_00013075,POST_001434,positive,4802,1618,306,0,0.054
ENG_00013076,POST_001434,negative,746,1703,420,0,0.068
ENG_00013077,POST_001434,positive,4265,1252,193,0,0.122
ENG_00013078,POST_001434,neutral,1023,1326,271,0,0.021
ENG_00013079,POST_001434,positive,217,1569,311,0,0.038
ENG_00013080,POST_001434,neutral,3139,2000,167,0,0.073
ENG_00013081,POST_001434,positive,1771,618,27,0,0.114
ENG_00013082,POST_001434,positive,4511,1599,383,0,0.043
ENG_00013083,POST_001434,positive,2354,572,31,0,0.076
ENG_00013084,POST_001434,negative,2122,1490,393,0,0.065
ENG_00013085,POST_001434,positive,2526,1189,450,0,0.101
ENG_00013086,POST_001435,positive,3973,379,416,0,0.143
ENG_00013087,POST_001435,neutral,1065,640,394,0,0.104
ENG_00013088,POST_001435,neutral,479,1074,315,0,0.054
ENG_00013089,POST_001435,neutral,3961,433,124,0,0.003
ENG_00013090,POST_001435,neutral,1366,1529,344,0,0.076
ENG_00013091,POST_001435,neutral,1407,1190,365,0,0.02
ENG_00013092,POST_001435,positive,355,1900,223,0,0.085
ENG_00013093,POST_001435,positive,3139,1635,47,0,0.075
ENG_00013094,POST_001436,positive,1090,1314,270,0,0.019
ENG_00013095,POST_001436,positive,2130,425,237,0,0.022
ENG_00013096,POST_001436,positive,675,598,74,0,0.133
ENG_00013097,POST_001436,neutral,4560,1884,29,0,0.003
ENG_00013098,POST_001436,neutral,2836,1425,460,0,0.144
ENG_00013099,POST_001436,negative,4375,1487,363,0,0.144
ENG_00013100,POST_001436,positive,3005,242,121,0,0.031
ENG_00013101,POST_001436,positive,338,933,244,0,0.133
ENG_00013102,POST_001436,positive,2284,410,154,0,0.009
ENG_00013103,POST_001436,positive,3277,1417,188,0,0.064
ENG_00013104,POST_001437,neutral,2325,1223,438,0,0.043
ENG_00013105,POST_001437,neutral,755,1754,383,0,0.084
ENG_00013106,POST_001437,positive,4280,484,419,0,0.033
ENG_00013107,POST_001437,neutral,2493,575,253,0,0.07
ENG_00013108,POST_001437,positive,950,330,271,0,0.031
ENG_00013109,POST_001438,positive,2912,354,369,0,0.072
ENG_00013110,POST_001438,neutral,373,1452,338,0,0.072
ENG_00013111,POST_001438,negative,247,709,266,0,0.106
ENG_00013112,POST_001438,positive,4511,380,290,0,0.022
ENG_00013113,POST_001438,neutral,680,436,400,0,0.089
ENG_00013114,POST_001438,negative,2805,262,222,0,0.127
ENG_00013115,POST_001438,neutral,2045,544,42,0,0.138
ENG_00013116,POST_001438,negative,2356,928,348,0,0.094
ENG_00013117,POST_001438,negative,4674,1492,401,0,0.063
ENG_00013118,POST_001438,positive,2635,1018,497,0,0.083
ENG_00013119,POST_001438,positive,150,745,390,0,0.131
ENG_00013120,POST_001438,positive,898,924,71,0,0.063
ENG_00013121,POST_001438,positive,2869,822,111,0,0.091
ENG_00013122,POST_001439,positive,908,1914,363,0,0.016
ENG_00013123,POST_001439,positive,2457,1883,211,0,0.038
ENG_00013124,POST_001439,neutral,4652,276,240,0,0.149
ENG_00013125,POST_001439,negative,509,1202,37,0,0.119
ENG_00013126,POST_001439,positive,279,1363,297,0,0.14
ENG_00013127,POST_001439,neutral,1554,549,279,0,0.022
ENG_00013128,POST_001439,neutral,152,462,70,0,0.129
ENG_00013129,POST_001439,positive,1330,581,147,0,0.103
ENG_00013130,POST_001439,neutral,1100,1117,373,0,0.106
ENG_00013131,POST_001439,positive,2033,436,461,0,0.129
ENG_00013132,POST_001439,positive,841,1079,241,0,0.09
ENG_00013133,POST_001439,neutral,449,998,166,0,0.016
ENG_00013134,POST_001439,spam,4176,641,76,0,0.004
ENG_00013135,POST_001439,positive,4028,419,435,0,0.044
ENG_00013136,POST_001439,neutral,4383,1109,29,0,0.125
ENG_00013137,POST_001440,spam,33,23,44633,1,0.937
ENG_00013138,POST_001440,spam,40,24,63302,1,0.909
ENG_00013139,POST_001440,spam,27,22,38152,1,0.778
ENG_00013140,POST_001440,spam,44,7,23162,1,0.921
ENG_00013141,POST_001440,spam,39,20,37484,1,0.795
ENG_00013142,POST_001440,spam,37,10,74516,1,0.937
ENG_00013143,POST_001440,spam,50,2,16474,1,0.835
ENG_00013144,POST_001440,spam,27,15,25081,1,0.837
ENG_00013145,POST_001440,spam,25,7,60408,1,0.878
ENG_00013146,POST_001440,spam,33,17,18067,1,0.94
ENG_00013147,POST_001441,neutral,4129,1768,115,0,0.039
ENG_00013148,POST_001441,neutral,488,747,194,0,0.002
ENG_00013149,POST_001441,positive,1828,441,388,0,0.061
ENG_00013150,POST_001442,positive,3036,1031,87,0,0.103
ENG_00013151,POST_001442,neutral,3726,482,76,0,0.128
ENG_00013152,POST_001442,positive,298,1368,408,0,0.014
ENG_00013153,POST_001442,positive,1409,1539,342,0,0.08
ENG_00013154,POST_001442,positive,2856,1870,287,0,0.134
ENG_00013155,POST_001442,positive,3611,194,157,0,0.09
ENG_00013156,POST_001442,neutral,426,1458,65,0,0.028
ENG_00013157,POST_001442,positive,4153,1126,97,0,0.131
ENG_00013158,POST_001442,neutral,4979,480,268,0,0.069
ENG_00013159,POST_001443,negative,3032,656,417,0,0.115
ENG_00013160,POST_001443,negative,1300,1601,281,0,0.021
ENG_00013161,POST_001443,negative,4540,939,423,0,0.101
ENG_00013162,POST_001444,negative,1243,1647,177,0,0.069
ENG_00013163,POST_001444,neutral,4638,947,272,0,0.088
ENG_00013164,POST_001444,neutral,4004,497,187,0,0.015
ENG_00013165,POST_001444,positive,4998,1042,233,0,0.045
ENG_00013166,POST_001444,positive,4575,1607,290,0,0.048
ENG_00013167,POST_001444,positive,849,1273,496,0,0.085
ENG_00013168,POST_001444,neutral,1986,1404,431,0,0.128
ENG_00013169,POST_001444,positive,2367,889,96,0,0.031
ENG_00013170,POST_001444,negative,3094,526,66,0,0.044
ENG_00013171,POST_001444,negative,731,1643,50,0,0.009
ENG_00013172,POST_001444,neutral,2941,1398,377,0,0.069
ENG_00013173,POST_001445,neutral,2403,558,97,0,0.137
ENG_00013174,POST_001445,neutral,2360,393,135,0,0.022
ENG_00013175,POST_001445,positive,1445,1220,324,0,0.11
ENG_00013176,POST_001445,neutral,1839,949,172,0,0.017
ENG_00013177,POST_001445,positive,2744,1647,151,0,0.054
ENG_00013178,POST_001445,neutral,157,642,188,0,0.061
ENG_00013179,POST_001445,positive,4137,575,304,0,0.109
ENG_00013180,POST_001445,positive,2236,311,255,0,0.141
ENG_00013181,POST_001445,neutral,2875,1137,12,0,0.073
ENG_00013182,POST_001445,spam,4968,723,307,0,0.014
ENG_00013183,POST_001445,positive,1658,446,198,0,0.133
ENG_00013184,POST_001445,neutral,3182,578,257,0,0.005
ENG_00013185,POST_001446,positive,4731,1651,275,0,0.071
ENG_00013186,POST_001446,neutral,1333,1624,232,0,0.063
ENG_00013187,POST_001446,positive,3982,624,293,0,0.02
ENG_00013188,POST_001446,positive,4120,376,119,0,0.131
ENG_00013189,POST_001447,spam,10,21,73228,1,0.767
ENG_00013190,POST_001447,spam,13,28,38557,1,0.785
ENG_00013191,POST_001447,spam,5,18,74097,1,0.971
ENG_00013192,POST_001448,neutral,2111,1199,202,0,0.124
ENG_00013193,POST_001448,positive,2545,509,34,0,0.081
ENG_00013194,POST_001448,positive,407,545,62,0,0.093
ENG_00013195,POST_001448,negative,2558,1868,49,0,0.061
ENG_00013196,POST_001448,positive,2320,1503,243,0,0.093
ENG_00013197,POST_001448,positive,4365,1280,90,0,0.038
ENG_00013198,POST_001449,positive,1712,1476,51,0,0.067
ENG_00013199,POST_001449,neutral,4518,1626,164,0,0.102
ENG_00013200,POST_001449,positive,2257,410,201,0,0.021
ENG_00013201,POST_001449,positive,1808,377,163,0,0.07
ENG_00013202,POST_001449,spam,4337,1706,277,0,0.004
ENG_00013203,POST_001449,positive,3958,803,260,0,0.037
ENG_00013204,POST_001449,positive,3333,1785,227,0,0.094
ENG_00013205,POST_001449,positive,4309,1834,117,0,0.136
ENG_00013206,POST_001449,positive,4438,903,205,0,0.132
ENG_00013207,POST_001449,positive,3004,931,136,0,0.149
ENG_00013208,POST_001449,neutral,2688,1580,377,0,0.12
ENG_00013209,POST_001449,neutral,2672,980,12,0,0.127
ENG_00013210,POST_001450,neutral,1652,592,275,0,0.148
ENG_00013211,POST_001450,neutral,2721,400,224,0,0.136
ENG_00013212,POST_001450,neutral,1964,1621,332,0,0.122
ENG_00013213,POST_001450,positive,4543,642,62,0,0.108
ENG_00013214,POST_001450,neutral,4968,467,476,0,0.079
ENG_00013215,POST_001450,positive,2193,1850,53,0,0.029
ENG_00013216,POST_001450,positive,400,1203,391,0,0.007
ENG_00013217,POST_001450,positive,809,909,54,0,0.048
ENG_00013218,POST_001450,negative,4602,1680,206,0,0.027
ENG_00013219,POST_001450,negative,416,210,268,0,0.07
ENG_00013220,POST_001450,neutral,654,577,387,0,0.026
ENG_00013221,POST_001450,neutral,750,372,441,0,0.016
ENG_00013222,POST_001451,neutral,1563,1494,414,0,0.069
ENG_00013223,POST_001451,neutral,2589,305,198,0,0.097
ENG_00013224,POST_001451,neutral,4130,659,153,0,0.114
ENG_00013225,POST_001451,neutral,4387,967,191,0,0.106
ENG_00013226,POST_001452,neutral,4473,1709,385,0,0.126
ENG_00013227,POST_001452,neutral,1557,1556,39,0,0.082
ENG_00013228,POST_001452,neutral,1580,729,399,0,0.141
ENG_00013229,POST_001452,neutral,218,565,330,0,0.014
ENG_00013230,POST_001452,neutral,463,1171,495,0,0.108
ENG_00013231,POST_001452,positive,2936,1396,391,0,0.088
ENG_00013232,POST_001452,positive,2935,328,77,0,0.131
ENG_00013233,POST_001452,neutral,1547,1654,188,0,0.124
ENG_00013234,POST_001452,positive,4903,1981,274,0,0.046
ENG_00013235,POST_001452,positive,4604,477,354,0,0.039
ENG_00013236,POST_001452,positive,607,1605,149,0,0.129
ENG_00013237,POST_001453,neutral,852,1884,340,0,0.006
ENG_00013238,POST_001453,spam,2938,1037,123,0,0.033
ENG_00013239,POST_001453,positive,437,1473,406,0,0.071
ENG_00013240,POST_001454,neutral,3225,1498,152,0,0.043
ENG_00013241,POST_001454,positive,1515,479,449,0,0.086
ENG_00013242,POST_001454,positive,369,1542,482,0,0.075
ENG_00013243,POST_001454,positive,1664,485,291,0,0.091
ENG_00013244,POST_001454,positive,421,816,303,0,0.115
ENG_00013245,POST_001454,neutral,532,1038,299,0,0.045
ENG_00013246,POST_001454,positive,1751,1977,246,0,0.021
ENG_00013247,POST_001454,negative,1830,1065,230,0,0.114
ENG_00013248,POST_001454,spam,1062,1691,200,0,0.091
ENG_00013249,POST_001454,neutral,1430,550,148,0,0.088
ENG_00013250,POST_001454,positive,1426,931,425,0,0.057
ENG_00013251,POST_001454,positive,3521,1410,320,0,0.012
ENG_00013252,POST_001454,negative,3109,1552,159,0,0.122
ENG_00013253,POST_001454,positive,361,1233,65,0,0.055
ENG_00013254,POST_001455,positive,1966,243,29,0,0.012
ENG_00013255,POST_001455,negative,2826,1310,332,0,0.088
ENG_00013256,POST_001455,neutral,1020,400,448,0,0.12
ENG_00013257,POST_001455,negative,1904,792,397,0,0.119
ENG_00013258,POST_001456,spam,2156,1358,349,0,0.041
ENG_00013259,POST_001456,negative,3271,432,108,0,0.134
ENG_00013260,POST_001456,negative,3248,951,110,0,0.084
ENG_00013261,POST_001456,positive,4266,1122,182,0,0.065
ENG_00013262,POST_001456,neutral,1091,1887,431,0,0.13
ENG_00013263,POST_001456,positive,863,1780,98,0,0.148
ENG_00013264,POST_001456,positive,4825,190,161,0,0.112
ENG_00013265,POST_001456,positive,4022,461,452,0,0.046
ENG_00013266,POST_001456,positive,4146,903,25,0,0.023
ENG_00013267,POST_001456,neutral,3848,585,134,0,0.083
ENG_00013268,POST_001456,positive,2963,802,325,0,0.08
ENG_00013269,POST_001456,neutral,3486,549,498,0,0.07
ENG_00013270,POST_001456,positive,3794,1544,247,0,0.083
ENG_00013271,POST_001456,spam,1476,327,336,0,0.11
ENG_00013272,POST_001457,neutral,3809,1998,114,0,0.031
ENG_00013273,POST_001457,positive,3211,827,470,0,0.065
ENG_00013274,POST_001457,neutral,3799,527,451,0,0.008
ENG_00013275,POST_001457,positive,632,1825,211,0,0.116
ENG_00013276,POST_001457,positive,624,851,45,0,0.07
ENG_00013277,POST_001457,neutral,1294,1080,128,0,0.033
ENG_00013278,POST_001457,negative,2877,289,105,0,0.017
ENG_00013279,POST_001457,positive,4068,455,54,0,0.092
ENG_00013280,POST_001457,neutral,4378,446,122,0,0.104
ENG_00013281,POST_001457,positive,1344,704,77,0,0.077
ENG_00013282,POST_001457,positive,2501,706,388,0,0.121
ENG_00013283,POST_001458,spam,28,4,32849,1,0.985
ENG_00013284,POST_001458,spam,15,1,30592,1,0.937
ENG_00013285,POST_001458,spam,0,30,10494,1,0.942
ENG_00013286,POST_001458,spam,9,8,29306,1,0.818
ENG_00013287,POST_001458,spam,17,9,43783,1,0.817
ENG_00013288,POST_001458,spam,6,7,68713,1,0.959
ENG_00013289,POST_001458,spam,34,15,17324,1,0.836
ENG_00013290,POST_001458,spam,33,1,15953,1,0.836
ENG_00013291,POST_001458,spam,21,25,30110,1,0.946
ENG_00013292,POST_001458,spam,16,10,40120,1,0.763
ENG_00013293,POST_001458,spam,36,17,31201,1,0.941
ENG_00013294,POST_001458,spam,50,24,28396,1,0.964
ENG_00013295,POST_001459,positive,1472,1240,455,0,0.13
ENG_00013296,POST_001459,neutral,1868,678,87,0,0.117
ENG_00013297,POST_001459,positive,3502,1638,65,0,0.148
ENG_00013298,POST_001459,neutral,3172,531,212,0,0.096
ENG_00013299,POST_001459,positive,3266,291,310,0,0.077
ENG_00013300,POST_001459,positive,3714,439,343,0,0.013
ENG_00013301,POST_001459,positive,4639,799,258,0,0.095
ENG_00013302,POST_001459,positive,545,552,430,0,0.12
ENG_00013303,POST_001460,spam,39,7,11206,1,0.914
ENG_00013304,POST_001460,spam,47,23,40022,1,0.873
ENG_00013305,POST_001460,spam,39,24,58356,1,0.962
ENG_00013306,POST_001460,spam,41,8,20434,1,0.833
ENG_00013307,POST_001460,spam,50,15,40890,1,0.859
ENG_00013308,POST_001460,positive,14,18,54412,1,0.858
ENG_00013309,POST_001460,negative,26,1,36759,1,0.802
ENG_00013310,POST_001460,spam,49,1,65432,1,0.797
ENG_00013311,POST_001460,spam,40,19,13599,1,0.938
ENG_00013312,POST_001460,spam,0,5,38917,1,0.93
ENG_00013313,POST_001461,neutral,468,1981,279,0,0.015
ENG_00013314,POST_001461,positive,2807,457,454,0,0.016
ENG_00013315,POST_001461,spam,1554,442,496,0,0.086
ENG_00013316,POST_001461,positive,1391,392,416,0,0.016
ENG_00013317,POST_001461,neutral,3524,819,386,0,0.041
ENG_00013318,POST_001461,positive,1970,748,53,0,0.078
ENG_00013319,POST_001461,positive,911,1614,412,0,0.106
ENG_00013320,POST_001461,neutral,3390,284,203,0,0.027
ENG_00013321,POST_001461,negative,3516,1811,383,0,0.011
ENG_00013322,POST_001461,positive,4352,376,488,0,0.124
ENG_00013323,POST_001462,neutral,4406,1815,434,0,0.057
ENG_00013324,POST_001462,negative,3906,330,48,0,0.005
ENG_00013325,POST_001462,neutral,466,1573,309,0,0.036
ENG_00013326,POST_001462,positive,1424,201,494,0,0.139
ENG_00013327,POST_001462,neutral,1577,925,445,0,0.072
ENG_00013328,POST_001462,positive,3136,1060,488,0,0.132
ENG_00013329,POST_001462,neutral,4710,1532,366,0,0.013
ENG_00013330,POST_001463,spam,667,914,288,0,0.098
ENG_00013331,POST_001463,neutral,852,214,472,0,0.002
ENG_00013332,POST_001463,negative,3608,1064,249,0,0.119
ENG_00013333,POST_001463,negative,432,1478,287,0,0.027
ENG_00013334,POST_001463,positive,1900,1182,243,0,0.089
ENG_00013335,POST_001463,neutral,3789,1774,360,0,0.14
ENG_00013336,POST_001463,negative,1773,324,370,0,0.052
ENG_00013337,POST_001463,neutral,1655,1011,176,0,0.071
ENG_00013338,POST_001463,neutral,2856,1229,217,0,0.078
ENG_00013339,POST_001464,negative,1968,1521,104,0,0.055
ENG_00013340,POST_001464,positive,2640,651,123,0,0.081
ENG_00013341,POST_001464,positive,1369,568,138,0,0.113
ENG_00013342,POST_001464,neutral,1304,1395,120,0,0.147
ENG_00013343,POST_001464,neutral,992,343,303,0,0.107
ENG_00013344,POST_001464,neutral,4209,1643,224,0,0.028
ENG_00013345,POST_001464,positive,2051,1182,196,0,0.091
ENG_00013346,POST_001464,positive,4521,1105,393,0,0.026
ENG_00013347,POST_001464,positive,3913,1530,95,0,0.03
ENG_00013348,POST_001464,positive,4297,1757,51,0,0.077
ENG_00013349,POST_001464,positive,4929,1504,196,0,0.101
ENG_00013350,POST_001465,spam,596,332,389,0,0.004
ENG_00013351,POST_001465,negative,4395,208,61,0,0.027
ENG_00013352,POST_001465,spam,4714,456,468,0,0.039
ENG_00013353,POST_001465,negative,3404,1712,116,0,0.03
ENG_00013354,POST_001465,positive,3752,646,435,0,0.086
ENG_00013355,POST_001465,neutral,4903,1359,331,0,0.105
ENG_00013356,POST_001465,neutral,2597,275,476,0,0.03
ENG_00013357,POST_001465,neutral,1403,1771,47,0,0.035
ENG_00013358,POST_001465,neutral,445,1020,367,0,0.112
ENG_00013359,POST_001465,negative,2240,1850,30,0,0.147
ENG_00013360,POST_001465,neutral,849,849,207,0,0.031
ENG_00013361,POST_001465,positive,1117,1854,131,0,0.147
ENG_00013362,POST_001466,neutral,2610,1874,301,0,0.021
ENG_00013363,POST_001466,positive,651,568,453,0,0.115
ENG_00013364,POST_001466,neutral,1776,1810,493,0,0.046
ENG_00013365,POST_001466,positive,4799,1357,181,0,0.105
