conversion_id,post_id,campaign_id,influencer_id,order_value,customer_ltv,touchpoint_number,discount_code_used,attribution_weight,conversion_date
CONV_0031636,POST_001707,CAMP_0196,INF_0079,123.98,318.54,3,1,0.3333,2023-05-22
CONV_0031637,POST_001707,CAMP_0196,INF_0079,292.2,1595.63,1,0,1.0,2023-05-22
CONV_0031638,POST_001707,CAMP_0196,INF_0079,298.58,2224.45,1,1,1.0,2023-05-22
CONV_0031639,POST_001707,CAMP_0196,INF_0079,275.24,1857.62,1,0,1.0,2023-05-22
CONV_0031640,POST_001707,CAMP_0196,INF_0079,224.19,1637.88,4,1,0.25,2023-05-22
CONV_0031641,POST_001707,CAMP_0196,INF_0079,185.93,1448.56,4,0,0.25,2023-05-22
CONV_0031642,POST_001707,CAMP_0196,INF_0079,479.82,3744.02,3,0,0.3333,2023-05-22
CONV_0031643,POST_001708,CAMP_0196,INF_0071,227.23,1356.32,4,0,0.25,2023-05-17
CONV_0031644,POST_001708,CAMP_0196,INF_0071,100.78,790.94,3,1,0.3333,2023-05-17
CONV_0031645,POST_001708,CAMP_0196,INF_0071,237.33,701.37,2,0,0.5,2023-05-17
CONV_0031646,POST_001708,CAMP_0196,INF_0071,60.51,224.71,3,0,0.3333,2023-05-17
CONV_0031647,POST_001708,CAMP_0196,INF_0071,177.17,1386.14,1,0,1.0,2023-05-17
CONV_0031648,POST_001708,CAMP_0196,INF_0071,161.23,1197.45,1,0,1.0,2023-05-17
CONV_0031649,POST_001708,CAMP_0196,INF_0071,155.58,411.16,3,0,0.3333,2023-05-17
CONV_0031650,POST_001708,CAMP_0196,INF_0071,205.82,1367.09,4,0,0.25,2023-05-17
CONV_0031651,POST_001708,CAMP_0196,INF_0071,139.8,722.98,2,0,0.5,2023-05-17
CONV_0031652,POST_001708,CAMP_0196,INF_0071,319.93,1886.97,1,1,1.0,2023-05-17
CONV_0031653,POST_001708,CAMP_0196,INF_0071,455.7,2848.54,4,1,0.25,2023-05-17
CONV_0031654,POST_001708,CAMP_0196,INF_0071,418.6,2063.66,3,1,0.3333,2023-05-17
CONV_0031655,POST_001708,CAMP_0196,INF_0071,156.66,347.66,2,0,0.5,2023-05-17
CONV_0031656,POST_001708,CAMP_0196,INF_0071,52.46,280.48,1,1,1.0,2023-05-17
CONV_0031657,POST_001708,CAMP_0196,INF_0071,483.97,3131.94,2,0,0.5,2023-05-17
CONV_0031658,POST_001708,CAMP_0196,INF_0071,202.44,432.73,2,1,0.5,2023-05-17
CONV_0031659,POST_001708,CAMP_0196,INF_0071,462.27,2398.17,1,0,1.0,2023-05-17
CONV_0031660,POST_001708,CAMP_0196,INF_0071,85.75,261.2,1,1,1.0,2023-05-17
CONV_0031661,POST_001708,CAMP_0196,INF_0071,240.06,900.3,1,0,1.0,2023-05-17
CONV_0031662,POST_001708,CAMP_0196,INF_0071,260.36,1171.42,3,0,0.3333,2023-05-17
CONV_0031663,POST_001709,CAMP_0196,INF_0094,199.4,750.32,1,0,1.0,2023-05-27
CONV_0031664,POST_001709,CAMP_0196,INF_0094,47.22,320.65,2,0,0.5,2023-05-27
CONV_0031665,POST_001709,CAMP_0196,INF_0094,475.27,1723.45,2,0,0.5,2023-05-27
CONV_0031666,POST_001709,CAMP_0196,INF_0094,56.54,179.62,4,0,0.25,2023-05-27
CONV_0031667,POST_001709,CAMP_0196,INF_0094,261.66,575.04,1,0,1.0,2023-05-27
CONV_0031668,POST_001709,CAMP_0196,INF_0094,335.28,2424.76,1,0,1.0,2023-05-27
CONV_0031669,POST_001709,CAMP_0196,INF_0094,383.78,1477.11,1,1,1.0,2023-05-27
CONV_0031670,POST_001709,CAMP_0196,INF_0094,190.5,1359.83,4,0,0.25,2023-05-27
CONV_0031671,POST_001709,CAMP_0196,INF_0094,124.66,696.1,2,0,0.5,2023-05-27
CONV_0031672,POST_001709,CAMP_0196,INF_0094,67.82,534.57,4,0,0.25,2023-05-27
CONV_0031673,POST_001709,CAMP_0196,INF_0094,488.69,2402.5,2,0,0.5,2023-05-27
CONV_0031674,POST_001709,CAMP_0196,INF_0094,395.79,3136.23,3,1,0.3333,2023-05-27
CONV_0031675,POST_001709,CAMP_0196,INF_0094,234.0,632.72,4,0,0.25,2023-05-27
CONV_0031676,POST_001709,CAMP_0196,INF_0094,477.57,3665.83,2,0,0.5,2023-05-27
CONV_0031677,POST_001709,CAMP_0196,INF_0094,283.13,770.6,3,0,0.3333,2023-05-27
CONV_0031678,POST_001709,CAMP_0196,INF_0094,125.19,538.16,3,0,0.3333,2023-05-27
CONV_0031679,POST_001709,CAMP_0196,INF_0094,54.55,191.08,3,0,0.3333,2023-05-27
CONV_0031680,POST_001709,CAMP_0196,INF_0094,373.93,2343.05,2,0,0.5,2023-05-27
CONV_0031681,POST_001709,CAMP_0196,INF_0094,323.11,1893.73,3,0,0.3333,2023-05-27
CONV_0031682,POST_001709,CAMP_0196,INF_0094,490.05,1443.54,2,1,0.5,2023-05-27
CONV_0031683,POST_001710,CAMP_0196,INF_0035,489.55,2809.4,2,0,0.5,2023-05-24
CONV_0031684,POST_001710,CAMP_0196,INF_0035,32.84,70.05,2,0,0.5,2023-05-24
CONV_0031685,POST_001710,CAMP_0196,INF_0035,64.42,298.1,1,0,1.0,2023-05-24
CONV_0031686,POST_001710,CAMP_0196,INF_0035,467.4,3095.73,1,0,1.0,2023-05-24
CONV_0031687,POST_001710,CAMP_0196,INF_0035,120.79,550.47,2,0,0.5,2023-05-24
CONV_0031688,POST_001710,CAMP_0196,INF_0035,367.55,1497.64,1,1,1.0,2023-05-24
CONV_0031689,POST_001710,CAMP_0196,INF_0035,171.56,366.35,2,0,0.5,2023-05-24
CONV_0031690,POST_001710,CAMP_0196,INF_0035,179.41,1099.35,2,0,0.5,2023-05-24
CONV_0031691,POST_001710,CAMP_0196,INF_0035,81.71,596.08,3,0,0.3333,2023-05-24
CONV_0031692,POST_001710,CAMP_0196,INF_0035,223.53,1682.26,1,1,1.0,2023-05-24
CONV_0031693,POST_001710,CAMP_0196,INF_0035,440.3,3019.76,1,0,1.0,2023-05-24
CONV_0031694,POST_001710,CAMP_0196,INF_0035,360.34,2069.68,2,1,0.5,2023-05-24
CONV_0031695,POST_001710,CAMP_0196,INF_0035,41.45,148.94,1,1,1.0,2023-05-24
CONV_0031696,POST_001710,CAMP_0196,INF_0035,405.2,2142.68,4,0,0.25,2023-05-24
CONV_0031697,POST_001710,CAMP_0196,INF_0035,407.16,3006.22,4,0,0.25,2023-05-24
CONV_0031698,POST_001710,CAMP_0196,INF_0035,169.52,991.13,1,0,1.0,2023-05-24
CONV_0031699,POST_001710,CAMP_0196,INF_0035,307.59,2071.26,1,0,1.0,2023-05-24
CONV_0031700,POST_001710,CAMP_0196,INF_0035,397.23,1018.55,2,0,0.5,2023-05-24
CONV_0031701,POST_001710,CAMP_0196,INF_0035,388.68,2602.03,3,0,0.3333,2023-05-24
CONV_0031702,POST_001710,CAMP_0196,INF_0035,291.11,1672.13,1,1,1.0,2023-05-24
CONV_0031703,POST_001711,CAMP_0196,INF_0003,308.17,2384.25,2,0,0.5,2023-06-08
CONV_0031704,POST_001711,CAMP_0196,INF_0003,44.14,208.73,3,0,0.3333,2023-06-08
CONV_0031705,POST_001711,CAMP_0196,INF_0003,345.0,1859.2,4,0,0.25,2023-06-08
CONV_0031706,POST_001711,CAMP_0196,INF_0003,196.69,445.81,1,1,1.0,2023-06-08
CONV_0031707,POST_001711,CAMP_0196,INF_0003,353.23,1830.49,3,0,0.3333,2023-06-08
CONV_0031708,POST_001711,CAMP_0196,INF_0003,281.69,1693.3,1,0,1.0,2023-06-08
CONV_0031709,POST_001711,CAMP_0196,INF_0003,443.04,3538.27,3,0,0.3333,2023-06-08
CONV_0031710,POST_001711,CAMP_0196,INF_0003,93.73,630.45,1,1,1.0,2023-06-08
CONV_0031711,POST_001711,CAMP_0196,INF_0003,102.45,501.86,4,0,0.25,2023-06-08
CONV_0031712,POST_001711,CAMP_0196,INF_0003,351.42,2686.3,1,0,1.0,2023-06-08
CONV_0031713,POST_001711,CAMP_0196,INF_0003,369.82,1826.28,3,0,0.3333,2023-06-08
CONV_0031714,POST_001711,CAMP_0196,INF_0003,258.08,822.45,1,0,1.0,2023-06-08
CONV_0031715,POST_001711,CAMP_0196,INF_0003,293.43,2235.58,3,0,0.3333,2023-06-08
CONV_0031716,POST_001711,CAMP_0196,INF_0003,39.42,217.46,4,0,0.25,2023-06-08
CONV_0031717,POST_001711,CAMP_0196,INF_0003,200.71,1164.18,2,0,0.5,2023-06-08
CONV_0031718,POST_001711,CAMP_0196,INF_0003,357.05,1918.49,2,0,0.5,2023-06-08
CONV_0031719,POST_001711,CAMP_0196,INF_0003,429.89,1155.98,4,0,0.25,2023-06-08
CONV_0031720,POST_001711,CAMP_0196,INF_0003,81.74,408.72,1,0,1.0,2023-06-08
CONV_0031721,POST_001711,CAMP_0196,INF_0003,73.52,158.81,2,0,0.5,2023-06-08
CONV_0031722,POST_001711,CAMP_0196,INF_0003,67.09,490.33,2,0,0.5,2023-06-08
CONV_0031723,POST_001712,CAMP_0196,INF_0086,177.91,1386.67,4,0,0.25,2023-05-29
CONV_0031724,POST_001712,CAMP_0196,INF_0086,204.44,482.81,2,0,0.5,2023-05-29
CONV_0031725,POST_001712,CAMP_0196,INF_0086,364.11,1588.86,4,0,0.25,2023-05-29
CONV_0031726,POST_001712,CAMP_0196,INF_0086,317.09,2505.56,4,0,0.25,2023-05-29
CONV_0031727,POST_001712,CAMP_0196,INF_0086,417.42,2659.96,2,0,0.5,2023-05-29
CONV_0031728,POST_001712,CAMP_0196,INF_0086,139.66,941.14,3,0,0.3333,2023-05-29
CONV_0031729,POST_001712,CAMP_0196,INF_0086,149.34,970.38,2,1,0.5,2023-05-29
CONV_0031730,POST_001712,CAMP_0196,INF_0086,415.81,2986.16,4,0,0.25,2023-05-29
CONV_0031731,POST_001712,CAMP_0196,INF_0086,277.02,1570.68,2,0,0.5,2023-05-29
CONV_0031732,POST_001712,CAMP_0196,INF_0086,227.26,1782.22,3,1,0.3333,2023-05-29
CONV_0031733,POST_001712,CAMP_0196,INF_0086,55.43,141.95,3,0,0.3333,2023-05-29
CONV_0031734,POST_001712,CAMP_0196,INF_0086,206.75,976.97,1,1,1.0,2023-05-29
CONV_0031735,POST_001712,CAMP_0196,INF_0086,385.4,2653.53,1,1,1.0,2023-05-29
CONV_0031736,POST_001712,CAMP_0196,INF_0086,81.26,306.84,4,1,0.25,2023-05-29
CONV_0031737,POST_001712,CAMP_0196,INF_0086,467.77,1920.14,4,0,0.25,2023-05-29
CONV_0031738,POST_001712,CAMP_0196,INF_0086,366.51,2630.36,3,0,0.3333,2023-05-29
CONV_0031739,POST_001712,CAMP_0196,INF_0086,117.54,273.83,1,1,1.0,2023-05-29
CONV_0031740,POST_001712,CAMP_0196,INF_0086,137.0,800.69,1,0,1.0,2023-05-29
CONV_0031741,POST_001712,CAMP_0196,INF_0086,371.65,1402.44,2,0,0.5,2023-05-29
CONV_0031742,POST_001712,CAMP_0196,INF_0086,144.83,467.03,4,0,0.25,2023-05-29
CONV_0031743,POST_001713,CAMP_0196,INF_0078,154.0,849.48,3,0,0.3333,2023-05-30
CONV_0031744,POST_001713,CAMP_0196,INF_0078,426.04,1437.66,4,1,0.25,2023-05-30
CONV_0031745,POST_001713,CAMP_0196,INF_0078,197.62,1348.98,4,0,0.25,2023-05-30
CONV_0031746,POST_001713,CAMP_0196,INF_0078,132.25,754.44,1,0,1.0,2023-05-30
CONV_0031747,POST_001713,CAMP_0196,INF_0078,234.51,1402.67,4,1,0.25,2023-05-30
CONV_0031748,POST_001713,CAMP_0196,INF_0078,446.7,2698.74,3,0,0.3333,2023-05-30
CONV_0031749,POST_001713,CAMP_0196,INF_0078,86.1,618.96,3,0,0.3333,2023-05-30
CONV_0031750,POST_001713,CAMP_0196,INF_0078,452.83,3190.29,3,0,0.3333,2023-05-30
CONV_0031751,POST_001713,CAMP_0196,INF_0078,180.97,1301.9,1,0,1.0,2023-05-30
CONV_0031752,POST_001713,CAMP_0196,INF_0078,343.3,2248.23,2,0,0.5,2023-05-30
CONV_0031753,POST_001713,CAMP_0196,INF_0078,378.37,1021.82,2,0,0.5,2023-05-30
CONV_0031754,POST_001713,CAMP_0196,INF_0078,244.09,1467.2,2,1,0.5,2023-05-30
CONV_0031755,POST_001713,CAMP_0196,INF_0078,414.52,2434.38,3,0,0.3333,2023-05-30
CONV_0031756,POST_001713,CAMP_0196,INF_0078,377.36,2004.19,3,0,0.3333,2023-05-30
CONV_0031757,POST_001713,CAMP_0196,INF_0078,38.06,213.56,3,0,0.3333,2023-05-30
CONV_0031758,POST_001713,CAMP_0196,INF_0078,267.07,769.2,3,0,0.3333,2023-05-30
CONV_0031759,POST_001713,CAMP_0196,INF_0078,320.03,2523.41,4,0,0.25,2023-05-30
CONV_0031760,POST_001713,CAMP_0196,INF_0078,74.26,561.48,2,0,0.5,2023-05-30
CONV_0031761,POST_001713,CAMP_0196,INF_0078,413.46,917.9,1,0,1.0,2023-05-30
CONV_0031762,POST_001713,CAMP_0196,INF_0078,482.26,1675.69,3,0,0.3333,2023-05-30
CONV_0031763,POST_001714,CAMP_0196,INF_0020,438.82,2045.0,4,1,0.25,2023-05-27
CONV_0031764,POST_001714,CAMP_0196,INF_0020,319.75,1667.17,4,0,0.25,2023-05-27
CONV_0031765,POST_001714,CAMP_0196,INF_0020,322.89,1923.62,3,1,0.3333,2023-05-27
CONV_0031766,POST_001714,CAMP_0196,INF_0020,179.06,665.82,2,0,0.5,2023-05-27
CONV_0031767,POST_001714,CAMP_0196,INF_0020,286.24,575.51,3,0,0.3333,2023-05-27
CONV_0031768,POST_001714,CAMP_0196,INF_0020,29.82,187.43,1,0,1.0,2023-05-27
CONV_0031769,POST_001714,CAMP_0196,INF_0020,119.28,560.22,1,1,1.0,2023-05-27
CONV_0031770,POST_001714,CAMP_0196,INF_0020,376.7,2101.84,3,1,0.3333,2023-05-27
CONV_0031771,POST_001714,CAMP_0196,INF_0020,255.48,1039.9,4,0,0.25,2023-05-27
CONV_0031772,POST_001714,CAMP_0196,INF_0020,106.1,769.61,1,1,1.0,2023-05-27
CONV_0031773,POST_001714,CAMP_0196,INF_0020,266.31,1740.27,3,1,0.3333,2023-05-27
CONV_0031774,POST_001714,CAMP_0196,INF_0020,359.18,2475.32,1,1,1.0,2023-05-27
CONV_0031775,POST_001714,CAMP_0196,INF_0020,288.13,580.61,4,0,0.25,2023-05-27
CONV_0031776,POST_001714,CAMP_0196,INF_0020,252.1,1139.47,2,1,0.5,2023-05-27
CONV_0031777,POST_001714,CAMP_0196,INF_0020,481.64,2196.8,3,0,0.3333,2023-05-27
CONV_0031778,POST_001714,CAMP_0196,INF_0020,239.08,626.72,3,0,0.3333,2023-05-27
CONV_0031779,POST_001714,CAMP_0196,INF_0020,189.95,1092.41,2,0,0.5,2023-05-27
CONV_0031780,POST_001714,CAMP_0196,INF_0020,452.97,2359.95,2,0,0.5,2023-05-27
CONV_0031781,POST_001714,CAMP_0196,INF_0020,487.84,1752.84,4,0,0.25,2023-05-27
CONV_0031782,POST_001714,CAMP_0196,INF_0020,92.56,190.53,3,0,0.3333,2023-05-27
CONV_0031783,POST_001716,CAMP_0197,INF_0034,314.67,1811.29,1,0,1.0,2023-01-31
CONV_0031784,POST_001716,CAMP_0197,INF_0034,296.4,2360.88,4,0,0.25,2023-01-31
CONV_0031785,POST_001716,CAMP_0197,INF_0034,336.04,2259.31,3,0,0.3333,2023-01-31
CONV_0031786,POST_001716,CAMP_0197,INF_0034,380.03,2609.71,4,0,0.25,2023-01-31
CONV_0031787,POST_001716,CAMP_0197,INF_0034,360.22,822.36,3,1,0.3333,2023-01-31
CONV_0031788,POST_001716,CAMP_0197,INF_0034,79.68,177.74,2,1,0.5,2023-01-31
CONV_0031789,POST_001716,CAMP_0197,INF_0034,318.99,1087.39,4,1,0.25,2023-01-31
CONV_0031790,POST_001716,CAMP_0197,INF_0034,454.39,1404.68,3,1,0.3333,2023-01-31
CONV_0031791,POST_001716,CAMP_0197,INF_0034,384.84,2280.39,3,0,0.3333,2023-01-31
CONV_0031792,POST_001716,CAMP_0197,INF_0034,480.21,962.31,1,1,1.0,2023-01-31
CONV_0031793,POST_001716,CAMP_0197,INF_0034,429.17,2126.39,2,0,0.5,2023-01-31
CONV_0031794,POST_001716,CAMP_0197,INF_0034,424.37,3239.29,4,1,0.25,2023-01-31
CONV_0031795,POST_001716,CAMP_0197,INF_0034,384.04,1416.78,3,0,0.3333,2023-01-31
CONV_0031796,POST_001716,CAMP_0197,INF_0034,282.08,1479.31,3,1,0.3333,2023-01-31
CONV_0031797,POST_001716,CAMP_0197,INF_0034,291.59,1492.99,1,0,1.0,2023-01-31
CONV_0031798,POST_001716,CAMP_0197,INF_0034,218.62,1142.0,1,1,1.0,2023-01-31
CONV_0031799,POST_001716,CAMP_0197,INF_0034,219.36,518.92,3,1,0.3333,2023-01-31
CONV_0031800,POST_001716,CAMP_0197,INF_0034,56.17,263.74,2,0,0.5,2023-01-31
CONV_0031801,POST_001716,CAMP_0197,INF_0034,397.06,1780.4,4,0,0.25,2023-01-31
CONV_0031802,POST_001716,CAMP_0197,INF_0034,33.67,95.51,4,1,0.25,2023-01-31
CONV_0031803,POST_001717,CAMP_0197,INF_0060,423.38,2412.1,4,1,0.25,2023-02-17
CONV_0031804,POST_001717,CAMP_0197,INF_0060,247.11,1641.47,3,0,0.3333,2023-02-17
CONV_0031805,POST_001717,CAMP_0197,INF_0060,277.88,2046.18,1,0,1.0,2023-02-17
CONV_0031806,POST_001717,CAMP_0197,INF_0060,409.18,1332.24,3,0,0.3333,2023-02-17
CONV_0031807,POST_001717,CAMP_0197,INF_0060,350.81,1352.38,1,0,1.0,2023-02-17
CONV_0031808,POST_001717,CAMP_0197,INF_0060,36.18,78.36,2,0,0.5,2023-02-17
CONV_0031809,POST_001717,CAMP_0197,INF_0060,407.48,815.53,4,0,0.25,2023-02-17
CONV_0031810,POST_001717,CAMP_0197,INF_0060,190.36,903.9,3,0,0.3333,2023-02-17
CONV_0031811,POST_001717,CAMP_0197,INF_0060,147.26,363.98,3,0,0.3333,2023-02-17
CONV_0031812,POST_001717,CAMP_0197,INF_0060,317.36,1816.99,3,1,0.3333,2023-02-17
CONV_0031813,POST_001717,CAMP_0197,INF_0060,218.08,1696.78,1,1,1.0,2023-02-17
CONV_0031814,POST_001717,CAMP_0197,INF_0060,147.19,676.22,2,0,0.5,2023-02-17
CONV_0031815,POST_001717,CAMP_0197,INF_0060,88.03,260.7,4,0,0.25,2023-02-17
CONV_0031816,POST_001717,CAMP_0197,INF_0060,494.61,2364.11,3,0,0.3333,2023-02-17
CONV_0031817,POST_001717,CAMP_0197,INF_0060,106.06,586.18,2,0,0.5,2023-02-17
CONV_0031818,POST_001717,CAMP_0197,INF_0060,333.27,1315.31,4,1,0.25,2023-02-17
CONV_0031819,POST_001717,CAMP_0197,INF_0060,35.89,92.27,4,1,0.25,2023-02-17
CONV_0031820,POST_001717,CAMP_0197,INF_0060,465.32,1971.36,4,0,0.25,2023-02-17
CONV_0031821,POST_001717,CAMP_0197,INF_0060,146.1,821.74,1,0,1.0,2023-02-17
CONV_0031822,POST_001717,CAMP_0197,INF_0060,50.43,339.6,4,0,0.25,2023-02-17
CONV_0031823,POST_001718,CAMP_0197,INF_0036,356.17,1175.09,4,1,0.25,2023-02-17
CONV_0031824,POST_001718,CAMP_0197,INF_0036,318.95,992.52,1,1,1.0,2023-02-17
CONV_0031825,POST_001718,CAMP_0197,INF_0036,458.49,1091.3,1,0,1.0,2023-02-17
CONV_0031826,POST_001718,CAMP_0197,INF_0036,218.38,1323.05,2,0,0.5,2023-02-17
CONV_0031827,POST_001718,CAMP_0197,INF_0036,56.87,270.45,3,0,0.3333,2023-02-17
CONV_0031828,POST_001718,CAMP_0197,INF_0036,184.52,864.34,4,0,0.25,2023-02-17
CONV_0031829,POST_001718,CAMP_0197,INF_0036,197.63,483.4,1,0,1.0,2023-02-17
CONV_0031830,POST_001718,CAMP_0197,INF_0036,401.36,2207.4,3,0,0.3333,2023-02-17
CONV_0031831,POST_001718,CAMP_0197,INF_0036,355.69,2413.65,1,0,1.0,2023-02-17
CONV_0031832,POST_001718,CAMP_0197,INF_0036,93.86,521.85,3,0,0.3333,2023-02-17
CONV_0031833,POST_001718,CAMP_0197,INF_0036,469.76,2822.74,4,0,0.25,2023-02-17
CONV_0031834,POST_001718,CAMP_0197,INF_0036,481.78,2847.09,4,0,0.25,2023-02-17
CONV_0031835,POST_001718,CAMP_0197,INF_0036,82.58,394.52,4,1,0.25,2023-02-17
CONV_0031836,POST_001718,CAMP_0197,INF_0036,151.97,736.93,4,0,0.25,2023-02-17
CONV_0031837,POST_001718,CAMP_0197,INF_0036,213.49,1672.73,4,0,0.25,2023-02-17
CONV_0031838,POST_001718,CAMP_0197,INF_0036,145.45,903.23,3,1,0.3333,2023-02-17
CONV_0031839,POST_001718,CAMP_0197,INF_0036,53.86,394.93,1,1,1.0,2023-02-17
CONV_0031840,POST_001718,CAMP_0197,INF_0036,43.17,199.42,4,0,0.25,2023-02-17
CONV_0031841,POST_001718,CAMP_0197,INF_0036,96.02,373.2,3,0,0.3333,2023-02-17
CONV_0031842,POST_001718,CAMP_0197,INF_0036,310.49,1311.88,2,0,0.5,2023-02-17
CONV_0031843,POST_001719,CAMP_0197,INF_0094,61.85,332.55,1,1,1.0,2023-01-24
CONV_0031844,POST_001719,CAMP_0197,INF_0094,359.99,2622.55,3,1,0.3333,2023-01-24
CONV_0031845,POST_001719,CAMP_0197,INF_0094,147.55,561.95,1,0,1.0,2023-01-24
CONV_0031846,POST_001719,CAMP_0197,INF_0094,325.77,2173.9,1,0,1.0,2023-01-24
CONV_0031847,POST_001719,CAMP_0197,INF_0094,135.05,742.38,1,0,1.0,2023-01-24
CONV_0031848,POST_001719,CAMP_0197,INF_0094,308.5,1224.09,2,0,0.5,2023-01-24
CONV_0031849,POST_001719,CAMP_0197,INF_0094,48.39,300.12,4,0,0.25,2023-01-24
CONV_0031850,POST_001719,CAMP_0197,INF_0094,56.3,351.17,2,0,0.5,2023-01-24
CONV_0031851,POST_001719,CAMP_0197,INF_0094,370.58,1110.62,2,0,0.5,2023-01-24
CONV_0031852,POST_001719,CAMP_0197,INF_0094,490.26,1978.41,1,1,1.0,2023-01-24
CONV_0031853,POST_001719,CAMP_0197,INF_0094,162.68,900.58,2,0,0.5,2023-01-24
CONV_0031854,POST_001719,CAMP_0197,INF_0094,477.57,3136.15,1,0,1.0,2023-01-24
CONV_0031855,POST_001719,CAMP_0197,INF_0094,95.57,609.67,2,1,0.5,2023-01-24
CONV_0031856,POST_001719,CAMP_0197,INF_0094,169.25,961.34,2,0,0.5,2023-01-24
CONV_0031857,POST_001719,CAMP_0197,INF_0094,307.82,1694.12,2,0,0.5,2023-01-24
CONV_0031858,POST_001719,CAMP_0197,INF_0094,253.83,1977.09,3,0,0.3333,2023-01-24
CONV_0031859,POST_001719,CAMP_0197,INF_0094,341.37,2531.62,2,0,0.5,2023-01-24
CONV_0031860,POST_001719,CAMP_0197,INF_0094,273.66,2034.6,3,0,0.3333,2023-01-24
CONV_0031861,POST_001719,CAMP_0197,INF_0094,250.42,1185.78,3,0,0.3333,2023-01-24
CONV_0031862,POST_001719,CAMP_0197,INF_0094,66.76,443.52,1,0,1.0,2023-01-24
CONV_0031863,POST_001720,CAMP_0197,INF_0085,483.79,2571.38,4,0,0.25,2023-02-13
CONV_0031864,POST_001720,CAMP_0197,INF_0085,50.53,375.08,4,1,0.25,2023-02-13
CONV_0031865,POST_001720,CAMP_0197,INF_0085,409.09,1488.0,4,0,0.25,2023-02-13
CONV_0031866,POST_001720,CAMP_0197,INF_0085,68.18,137.79,3,0,0.3333,2023-02-13
CONV_0031867,POST_001720,CAMP_0197,INF_0085,454.26,1893.32,3,0,0.3333,2023-02-13
CONV_0031868,POST_001720,CAMP_0197,INF_0085,21.56,110.33,4,1,0.25,2023-02-13
CONV_0031869,POST_001720,CAMP_0197,INF_0085,47.7,359.37,1,0,1.0,2023-02-13
CONV_0031870,POST_001720,CAMP_0197,INF_0085,63.58,432.78,4,1,0.25,2023-02-13
CONV_0031871,POST_001720,CAMP_0197,INF_0085,355.7,1166.39,3,1,0.3333,2023-02-13
CONV_0031872,POST_001720,CAMP_0197,INF_0085,403.34,1375.46,4,0,0.25,2023-02-13
CONV_0031873,POST_001720,CAMP_0197,INF_0085,404.53,3213.33,4,0,0.25,2023-02-13
CONV_0031874,POST_001720,CAMP_0197,INF_0085,477.28,2181.04,2,0,0.5,2023-02-13
CONV_0031875,POST_001720,CAMP_0197,INF_0085,326.54,849.66,4,0,0.25,2023-02-13
CONV_0031876,POST_001720,CAMP_0197,INF_0085,492.99,1674.5,4,0,0.25,2023-02-13
CONV_0031877,POST_001720,CAMP_0197,INF_0085,277.11,1593.13,4,0,0.25,2023-02-13
CONV_0031878,POST_001720,CAMP_0197,INF_0085,372.34,972.1,4,0,0.25,2023-02-13
CONV_0031879,POST_001720,CAMP_0197,INF_0085,139.44,313.07,2,0,0.5,2023-02-13
CONV_0031880,POST_001720,CAMP_0197,INF_0085,297.9,1528.19,3,1,0.3333,2023-02-13
CONV_0031881,POST_001720,CAMP_0197,INF_0085,120.04,738.37,2,0,0.5,2023-02-13
CONV_0031882,POST_001720,CAMP_0197,INF_0085,104.61,422.72,3,0,0.3333,2023-02-13
CONV_0031883,POST_001721,CAMP_0197,INF_0033,370.39,1008.61,2,0,0.5,2023-02-16
CONV_0031884,POST_001721,CAMP_0197,INF_0033,263.47,1194.99,1,1,1.0,2023-02-16
CONV_0031885,POST_001721,CAMP_0197,INF_0033,416.66,2101.81,4,0,0.25,2023-02-16
CONV_0031886,POST_001721,CAMP_0197,INF_0033,192.86,933.19,2,0,0.5,2023-02-16
CONV_0031887,POST_001721,CAMP_0197,INF_0033,44.49,262.17,3,0,0.3333,2023-02-16
CONV_0031888,POST_001721,CAMP_0197,INF_0033,177.4,417.81,3,1,0.3333,2023-02-16
CONV_0031889,POST_001721,CAMP_0197,INF_0033,319.23,2047.61,1,0,1.0,2023-02-16
CONV_0031890,POST_001721,CAMP_0197,INF_0033,331.59,1178.06,4,0,0.25,2023-02-16
CONV_0031891,POST_001721,CAMP_0197,INF_0033,368.14,2359.99,3,1,0.3333,2023-02-16
CONV_0031892,POST_001721,CAMP_0197,INF_0033,196.31,936.3,4,0,0.25,2023-02-16
CONV_0031893,POST_001721,CAMP_0197,INF_0033,210.68,570.9,1,0,1.0,2023-02-16
CONV_0031894,POST_001721,CAMP_0197,INF_0033,390.88,2545.25,4,1,0.25,2023-02-16
CONV_0031895,POST_001721,CAMP_0197,INF_0033,71.77,283.4,1,0,1.0,2023-02-16
CONV_0031896,POST_001721,CAMP_0197,INF_0033,247.75,1465.16,4,1,0.25,2023-02-16
CONV_0031897,POST_001721,CAMP_0197,INF_0033,398.78,1580.55,2,0,0.5,2023-02-16
CONV_0031898,POST_001721,CAMP_0197,INF_0033,489.84,1251.07,4,1,0.25,2023-02-16
CONV_0031899,POST_001721,CAMP_0197,INF_0033,489.81,3485.74,2,1,0.5,2023-02-16
CONV_0031900,POST_001721,CAMP_0197,INF_0033,24.45,84.75,3,0,0.3333,2023-02-16
CONV_0031901,POST_001721,CAMP_0197,INF_0033,454.37,2010.68,1,0,1.0,2023-02-16
CONV_0031902,POST_001721,CAMP_0197,INF_0033,27.8,116.7,2,0,0.5,2023-02-16
CONV_0031903,POST_001722,CAMP_0198,INF_0009,288.31,1864.71,3,0,0.3333,2023-10-29
